Turbo Title,Setup,Thread ID,Game ID,Winning Alignment,Villagers,Wolves
[Turbo Champs 2024!] - After 2 hours it filled! - [joat10 game],joat10,45056,6964,Mafia,"['baudib1', 'sheepsaysmeep', 'Ominoire', 'Happy', 'Hooper', 'CutenessOverload', 'Clippy', 'yuan']","['Xander Bly', 'Mafia Man']"
[Turbo Champs 2024!] - gnome hero - [ita10 game],ita10,45061,6965,Town,"['Garden Gnome', 'insomnia', 'Akasuki', 'BigMenLover9923', 'Xander Bly', 'Clippy', 'John Mafia', 'Apollo']","['cinderella', 'AkaneSQ']"
[Turbo Champs 2024!] - slank shitpost cover - [joat10 game],joat10,45065,6966,Town,"['Garden Gnome', 'insomnia', 'Arctic', 'AkaneSQ', 'Akasuki', 'Xander Bly', 'Hooper', 'Clippy']","['DoctorZeus', 'John Mafia']"
[Turbo Champs 2024!] - hydre game lets go (small) - [ita10 game],ita10,45070,6967,Mafia,"['insomnia', 'Hydreigon25', 'Decoy Duck', 'Akasuki', 'Hooper', 'John Mafia', 'yuan', 'Apollo']","['BigMenLover9923', 'Clippy']"
[Turbo Champs 2024!] - start - [joat10 game],joat10,45079,6968,Town,"['benneh', 'insomnia', 'DoctorZeus', 'alexa.', 'AkaneSQ', 'Akasuki', 'bystander', 'John Mafia']","['Night Vision', 'Granny']"
[Turbo Champs 2024!] - rar - [ita10 game],ita10,45083,6969,Town,"['sheepsaysmeep', 'DoctorZeus', 'AkaneSQ', 'Tanglefire', 'bystander', 'BigMenLover9923', 'Togepi', 'John Mafia']","['insomnia', 'Granny']"
[Turbo Champs 2024!] - benneh made hydre cry - [joat10 game],joat10,45087,6970,Town,"['Hydreigon25', 'alexa.', 'snally', 'Purrito', 'Akasuki', 'BigMenLover9923', 'Xander Bly', 'CutenessOverload']","['Clouds', 'matthew the cashew']"
[Turbo Champs 2024!] - nice - [joat10 game],joat10,45108,6975,Town,"['baudib1', 'benneh', 'Happy', 'matt', 'snally', 'Purrito', 'Akasuki', 'Night Vision']","['alexa.', 'BigMenLover9923']"
[Turbo Champs 2024!] - lfg - [joat10 game],joat10,45112,6976,Town,"['mhsmith0', 'gamer', 'Hydreigon25', 'Illwei', 'Happy', 'AkaneSQ', 'Fury 325', 'CutenessOverload']","['Haze with a Z', 'matt']"
[Turbo Champs 2024!] - bee emm ell (ten) - [bml10 game],bml10,45117,6977,Mafia,"['mhsmith0', 'sheepsaysmeep', 'gamer', 'Illwei', 'Happy', 'AkaneSQ', 'Fury 325', 'Wadsworth']","['Haze with a Z', 'BigMenLover9923']"
[Turbo Champs 2024!] - anti mu elite turbo - [cop9 game],cop9,45138,6981,Mafia,"['mhsmith0', 'Variance', 'InstantHammer', 'AkaneSQ', 'Akasuki', 'CutenessOverload', 'CM Prada']","['benneh', 'Myzrael']"
[Turbo Champs 2024!] - john bruin - [joat10 game],joat10,45142,6982,Town,"['spookycat27', 'gamer', 'Happy', 'Joe Bruin', 'matt', 'Myzrael', 'Akasuki', 'CM Prada']","['Variance', 'AkaneSQ']"
[Turbo Champs 2024!] - no bait - [ita10 game],ita10,45146,6983,Mafia,"['insomnia', 'Variance', 'gamer', 'matt', 'AkaneSQ', 'deine mudda', 'Fury 325', 'Akasuki']","['Apollo', 'CM Prada']"
[Turbo Champs 2024!] - idk mu turbo - [joat10 game],joat10,45184,6987,Mafia,"['Duckt', 'deine mudda', 'Hooper', 'Happy', 'lol', 'joqiza', 'Akasuki', 'snally']","['AkaneSQ', 'CM Prada']"
[Turbo Champs 2024!] - Title of game thread - [joat10 game],joat10,45190,6988,Mafia,"['matt', 'benneh', 'Happy', 'Hooper', 'Akasuki', 'Gengar', 'snally', 'Duckt']","['AkaneSQ', 'CM Prada']"
[Turbo Champs 2024!] - uwu - [ita10 game],ita10,45194,6989,Draw,"['kurbo', 'Hooper 2', 'AkaneSQ', 'Happy', 'deine mudda', 'Apollo', 'fireflies', 'Akatsuki']","['firefly', 'baudib1']"
[Turbo Champs 2024!] - turboob - [ita10 game],ita10,45204,6990,Town,"['Happy', 'Hooper 2', 'AkaneSQ', 'John Mafia', 'deine mudda', 'gamer', 'Akasuki', 'kurbo']","['insomnia', 'Gira']"
[Turbo Champs 2024!] - swagbo - [ita10 game],ita10,45208,6991,Town,"['Apollo', 'Happy', 'John Mafia', 'kurbo', 'gamer', 'AkaneSQ', 'CM Prada', 'dallsbeep']","['deine mudda', 'Hooper 2']"
[Turbo Champs 2024!] - the only thing BML is good at randing is wolf - [ita10 game],ita10,45225,6995,Town,"['matt', 'joqiza', 'Good Question', 'anne.', 'gamer', 'Apollo', 'BigMenLover9923', 'Happy']","['CM Prada', 'SheepButGood']"
[Turbo Champs 2024!] - matthew cashew - [joat10 game],joat10,45229,6996,Mafia,"['matthew the cashew', 'joqiza', 'Happy', 'gamer', 'bladescape', 'Akasuki', 'BigMenLover9923', 'Hallia']","['Night Vision', 'Joe Bruin']"
[Turbo Champs 2024!] - randed please be quiet - [joat10 game],joat10,45233,6997,Town,"['Haze with a Z', 'ladd', 'Myzrael', 'Night Vision', 'deine mudda', 'Variance', 'Joe Bruin', 'bladescape']","['jess', 'Mighty-Cannon']"
[Turbo Champs 2024!] - hoppy Easter! - [joat10 game],joat10,45238,6998,Town,"['Night Vision', 'cato', 'how are giraffes real', 'OUTM', 'Happy', 'Akasuki', 'gamer', 'insomnia']","['matt', 'Hooper']"
[Turbo Champs 2024!] - kek - [joat10 game],joat10,45242,6999,Town,"['joqiza', 'gamer', 'Happy', 'AkaneSQ', 'Arctic', 'cato', 'Night Vision', 'Variance']","['matt', 'Akasuki']"
[Turbo Champs 2024!] - Rainy Day - [joat10 game],joat10,45246,7000,Town,"['matt', 'Akasuki', 'Happy', 'Night Vision', 'mhsmith0', 'Okino', 'Momiji', 'joqiza']","['alexa.', 'arogame123']"
we are d1ing alexa - [ita10 game],ita10,45250,7001,Town,"['joqiza', 'Night Vision', 'Apollo', 'anne.', 'baudib1', 'kurbo', 'cato', 'gamer']","['John Mafia', 'bystander']"
flarg - [ita10 game],ita10,45254,7002,Town,"['gamer', 'John Mafia', 'Joe Bruin', 'kurbo', 'Apollo', 'BigMenLover9923', 'rotomwash', 'mhsmith0']","['bystander', 'cato']"
Automated turbo game thread: 2a9845cb-e3be-4a - [ita13 game],ita13,45258,7003,Town,"['Apollo', 'matt', 'cato', 'mhsmith0', 'DoctorZeus', 'joqiza', 'bladescape', 'John Mafia', 'bystander', 'how are giraffes real']","['gamer', 'Buzzed Lightyear', 'Xanjori']"
"3 mafia in 10, surely town will win - [ita10 game]",ita10,45262,7004,Mafia,"['matt', 'gamer', 'Buzzed Lightyear', 'SheepButGood', 'mhsmith0', 'anne.', 'Achromatic']","['Apollo', 'how are giraffes real', 'bladescape']"
is this 3 wolves again - [ita10 game],ita10,45266,7005,Mafia,"['SheepButGood', 'Happy', 'matt', 'Buzzed Lightyear', 'raindrops434', 'how are giraffes real', 'mhsmith0']","['baudib1', 'Apollo', 'gamer']"
theres only 10 wolves - [ita13 game],ita13,45292,7009,Mafia,"['OUTM', 'Buzzed Lightyear', 'BigMenLover9923', 'MerelBlackbird', 'Trisscar', 'minted snow', 'Hooper', 'SheepButGood', 'benneh']","['Apollo', 'Jinrou', 'Purrito', 'raindrops434']"
AAAAAAAAAAAAAAAAAAAAH - [ita10 game],ita10,45296,7010,Mafia,"['Hooper', 'Trisscar', 'Buzzed Lightyear', 'Apollo', 'SheepButGood', 'mhsmith0', 'OUTM']","['cato', 'tepig19283', 'BigMenLover9923']"
vikuale2 is not on the list. - [bomb10 game],bomb10,45336,7015,Town,"['matt', 'Happy', 'sevenseas', 'rotomwash', 'mhsmith0', 'snally', 'Zarathustra', 'Akasuki']","['tepig19283', 'Haze with a Z']"
no turbo champs - [joat10 game],joat10,45357,7019,Town,"['Zarathustra', 'arogame123', 'Luna', 'Akasuki', 'John Mafia', 'Eskcanta', 'cato', 'Big Political']","['raindrops434', 'uchi mata']"
harem - [joat10 game],joat10,45361,7020,Mafia,"['Hooper', 'benneh', 'Purrito', 'Trisscar', 'Akasuki', 'rotomwash', 'eepy', 'Huohuo']","['cato', 'alexa.']"
turbo master list is back - [joat10 game],joat10,45365,7021,Mafia,"['AkaneSQ', 'Happy', 'Akasuki', 'cato', 'Champ Siggi', 'Spawn Karthus', 'eepy', 'mhsmith0']","['matt', 'Huohuo']"
Midnight Rain - [joat10 game],joat10,45369,7022,Town,"['baudib1', 'Happy', 'lol', 'cato', 'eepy', 'Xanjori', 'Prada Terrorism Tactics', 'Akasuki']","['AkaneSQ', 'Eskcanta']"
I have no clue what's going on - [joat10 game],joat10,45384,7024,Town,"['Happy', 'AkaneSQ', 'Eskcanta', 'Purrito', 'cato', 'baudib1', 'Hallia', 'gamer']","['matt', 'Champ Siggi']"
akane is really cool - [joat10 game],joat10,45388,7025,Town,"['TwiceAlt', 'Garden Gnome', 'Phoenix - Arizona', 'Akasuki', 'Eskcanta', 'joqiza', 'AkaneSQ', 'funni boi']","['Happy', 'Champ Siggi']"
nebbeh - [joat10 game],joat10,45394,7026,Mafia,"['Phoenix - Arizona', 'wakoim', 'Lucky', 'Eskcanta', 'baudib1', 'gamer', 'insomnia', 'Joe Bruin']","['AkaneSQ', 'Fang']"
rand before suki notices she was scammed - [joat10 game],joat10,45399,7027,Mafia,"['cato', 'wakoim', 'Phoenix - Arizona', 'lol', 'eepy', 'Happy', 'Akasuki', 'gamer']","['Okino', 'Eskcanta']"
D1 Silver so they no longer make a mistake - [bomb10 game],bomb10,45420,7032,Town,"['Lukeh', 'joqiza', 'Zarathustra', 'TheSilverScepter', 'bladescape', 'Akasuki', 'BigMenLover9923', 'Xanjori']","['ICEEEE', 'Aeoryi']"
fuppies invasion - [joat10 game],joat10,45424,7033,Town,"['scrambledeggs', 'sillygoose', 'TheSilverScepter', 'FrostFlame', 'Akasuki', 'gamer', 'ICEEEE', 'Lukeh']","['Eskcanta', 'Void']"
Please let Akuli not be mafia! - [joat10 game],joat10,45428,7034,Mafia,"['Happy', 'sillygoose', 'Akasuki', 'scrambledeggs', 'calypso.', 'Gira', 'AkaneSQ', 'Eskcanta']","['TheSilverScepter', 'Void']"
last turbo fr - [vig10 game],vig10,45432,7035,Town,"['Okino', 'FrostFlame', 'sillygoose', 'TheSilverScepter', 'scrambledeggs', 'Void', 'calypso.', 'mhsmith0']","['Eskcanta', 'Akasuki']"
Silhouettes in the Rain - [joat10 game],joat10,45508,7046,Mafia,"['ICEEEE', 'Zarathustra', 'Happy', 'sillygoose', 'matt', 'Akasuki', 'Joe Bruin', 'gamer']","['alexa.', 'raindrops434']"
TURBY IS ALIVE - [joat10 game],joat10,45516,7048,Town,"['AkaneSQ', 'matt', 'raindrops434', 'deine mudda', 'Arctic', 'JustAGuyNamedWill', 'Zarathustra', 'snally']","['Akasuki', 'TheSilverScepter']"
borbo - [joat10 game],joat10,45520,7049,Town,"['TheSilverScepter', 'AkaneSQ', 'Aeoryi', 'drpepperfusion_91027', 'ICEEEE', 'calypso.', 'scrambledeggs', 'Void']","['Akasuki', 'sillygoose']"
I could have hosted but chose not to - [closedrandom10er game],closedrandom10er,45589,7062,Town,"['insomnia', 'Hallia', 'gamer', 'Okino', 'ICEEEE', 'raindrops434', 'matt', 'Champ Siggi']","['eepy', 'Akasuki']"
hi guys - [bomb10 game],bomb10,45610,7065,Mafia,"['raindrops434', 'ICEEEE', 'matt', 'arogame123', 'Alyssa the Lamb', 'Akasuki', 'Happy', 'Trisscar']","['Arctic', 'jess']"
Wednesday Night Turbo - [bomb10 game],bomb10,45650,7072,Mafia,"['pingers', 'Fearless', 'raindrops434', 'baudib1', 'ICEEEE', 'Xanjori', 'Storm', 'Happy']","['Akasuki', 'Alyssa the Lamb']"
title - [bomb10 game],bomb10,45654,7073,Town,"['pingers', 'AkaneSQ', 'raindrops434', 'Haze with a Z', 'Purrito', 'deine mudda', 'lemon.tangerine', 'benneh']","['FrostFlame', 'kurbo']"
and they all said fuck it - [vig10 game],vig10,45663,7075,Mafia,"['AkaneSQ', 'Akasuki', 'dev', 'FrostFlame', 'TheSilverScepter', 'DoctorZeus', 'Jazz Jin', 'raindrops434']","['pingers', 'benneh']"
the solver scepter - [joat10 game],joat10,45668,7076,Town,"['pingers', 'ICEEEE', 'alig', 'Bezzo', 'TruThought', 'FrostFlame', 'TheSilverScepter', 'deine mudda']","['Jazz Jin', 'Akasuki']"
ty - [joat10 game],joat10,45682,7079,Mafia,"['Clouds', 'benneh', 'Storm', 'AkaneSQ', 'pingers', 'TheSilverScepter', 'Huohuo', 'Aoki Lapis']","['ICEEEE', 'wakoim']"
wooo - [joat10 game],joat10,45691,7081,Mafia,"['Fearless', 'raindrops434', 'baudib1', 'drpepperfusion_91027', 'Turbo King', 'Aoki Lapis', 'LimeCoke', 'Neiltheeel']","['arogame123', 'BigMenLover9923']"
the doctor is in the house - [ita10 game],ita10,45709,7084,Mafia,"['benneh', 'Ceki', 'Variance', 'drpepperfusion_91027', 'TheSilverScepter', 'Aoki Lapis', 'DoctorZeus', 'CarnethystPhoenix']","['AkaneSQ', 'eepy']"
Lukeh and I are randing scum - [vig10 game],vig10,45713,7085,Mafia,"['blackberry', 'drpepperfusion_91027', 'AkaneSQ', 'Phoenix - Arizona', 'LimeCoke', 'sillygoose', 'spookycat27', 'DoctorZeus']","['Ceki', 'TheSilverScepter']"
Title of game thread - [joat10 game],joat10,45718,7086,Mafia,"['sillygoose', 'Ceki', 'drpepperfusion_91027', 'bystander', 'AkaneSQ', 'spookycat27', 'TigerWoodsPGATour2004', 'Gengar']","['Lukeh', 'JustWill0101']"
Title - [joat10 game],joat10,45742,7091,Mafia,"['dev', 'eepy', 'Ceki', 'raindrops434', 'arogame123', 'baudib1', 'TigerWoodsPGATour2004', 'drpepperfusion_91027']","['AkaneSQ', 'pingers']"
DEYAAATCAH PEYEPPAH!!!! - [bomb10 game],bomb10,45746,7092,Town,"['Hyena', 'TigerWoodsPGATour2004', 'drpepperfusion_91027', 'raindrops434', 'benneh', 'pigeon', 'TheSilverScepter', 'Void']","['Tutter', 'gamer']"
lfg - [bomb10 game],bomb10,45750,7093,Mafia,"['Ceki', 'AkaneSQ', 'DoctorZeus', 'drpepperfusion_91027', 'Arctic', 'bystander', 'Storm', 'raindrops434']","['Xanjori', 'dev']"
stett kate and suki turbo - [cop13 game],cop13,45758,7094,Mafia,"['Lukeh', 'benneh', 'dev', 'Tutter', 'TigerWoodsPGATour2004', 'Haze with a Z', 'arogame123', 'Akasuki', 'North Polarized', 'IceTea']","['AkaneSQ', 'Jazzy Kate', 'Hallia']"
PLEASE LET'S TURBO - [joat10 game],joat10,45833,7110,Mafia,"['Ceki', 'AkaneSQ', 'pingers', 'notartzy', 'dev', 'raindrops434', 'insomnia', 'Jazz Jin']","['pigeon', 'Tutter']"
WHEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE - [vig10 game],vig10,45881,7121,Town,"['raindrops434', 'Ceki', 'AkaneSQ', 'pingers', 'dev', 'Happy', 'Eskcanta', 'notartzy']","['FrostFlame', 'SeriousMafiaPlayer']"
LOL RAIN - [bomb10 game],bomb10,45885,7122,Town,"['TheSilverScepter', 'pingers', 'AkaneSQ', 'notartzy', 'arogame123', 'dev', 'raindrops434', 'Haze with a Z']","['FrostFlame', 'calypso.']"
grad turbo - [vig10 game],vig10,45890,7123,Mafia,"['FrostFlame', 'notartzy', 'how are giraffes real', 'pigeon', 'BigMenLover9923', 'Hyena', 'TigerWoodsPGATour2004', 'Trisscar']","['soopimus', 'fires']"
lets goooo - [joat10 game],joat10,45900,7125,Town,"['raindrops434', 'calypso.', 'Lukeh', 'baudib1', 'DrakeMarshall', 'benneh', 'pingers', 'Aeoryi']","['AkaneSQ', 'notartzy']"
more s - [joat10 game],joat10,45904,7126,Mafia,"['Happy', 'Ceki', 'calypso.', 'notartzy', 'AkaneSQ', 'raindrops434', 'Haze with a Z', 'Aeoryi']","['baudib1', 'pigeon']"
gimme vanilla icecream thanks ok bye - [vig10 game],vig10,45909,7127,Mafia,"['Happy', 'calypso.', 'Ceki', 'notartzy', 'TheSilverScepter', 'tepig19283', 'Akasuki', 'DrakeMarshall']","['FrostFlame', 'AkaneSQ']"
did we do it chat - [vig10 game],vig10,45940,7134,Town,"['benneh', 'Huohuo', 'Illwei', 'TigerWoodsPGATour2004', 'Circe', 'notartzy', 'Hyena', 'Zharvakko']","['DrakeMarshall', 'Trisscar']"
Automated turbo game thread: 8f1cb295-5290-4c - [joat10 game],joat10,45944,7135,Town,"['Illwei', 'Huohuo', 'DrakeMarshall', 'Circe', 'how are giraffes real', 'pigeon', 'notartzy', 'TheSilverScepter']","['AkaneSQ', 'Ceki']"
Automated turbo game thread: 5d8eb0bf-8adc-44 - [joat10 game],joat10,45949,7136,Town,"['dev', 'insomnia', 'Zarathustra', 'pingers', 'notartzy', 'TheSilverScepter', 'Ceki', 'scrambledeggs']","['FrostFlame', 'raindrops434']"
turby owner has FEAR - [vig10 game],vig10,45953,7137,Town,"['AkaneSQ', 'Ceki', 'FrostFlame', 'dev', 'pingers', 'notartzy', 'sevenseas', 'TheSilverScepter']","['lol', 'Zarathustra']"
SAAAAAAAAAAAAAAAAAAAAAAAAD - [bml10 game],bml10,45957,7138,Mafia,"['awesome5000', 'AkaneSQ', 'raindrops434', 'sevenseas', 'notartzy', 'Ceki', 'FrostFlame', 'dev']","['lol', 'deine mudda']"
your title here in quotation marks - [joat10 game],joat10,45964,7139,Town,"['benneh', 'Circe', 'FrostFlame', 'tepig19283', 'Hyena', 'pigeon', 'how are giraffes real', 'Illwei']","['AkaneSQ', 'TheSilverScepter']"
802 - [bomb10 game],bomb10,45968,7140,Mafia,"['dev', 'AkaneSQ', 'FrostFlame', 'raindrops434', 'tepig19283', 'Porscha', 'TheSilverScepter', 'Circe']","['Hooper', 'Zarathustra']"
do u wanna play turby turbo turbsters - [bomb10 game],bomb10,45972,7141,Mafia,"['how are giraffes real', 'FrostFlame', 'Huohuo', 'AkaneSQ', 'Porscha', 'TigerWoodsPGATour2004', 'Illwei', 'Seductive Bowl']","['Circe', 'Ceki']"
mafia theory - [vig10 game],vig10,45981,7143,Town,"['Circe', 'dev', 'Ceki', 'pingers', 'raindrops434', 'Hooper', 'Zarathustra', 'bennehs_adopted_son']","['AkaneSQ', 'tepig19283']"
wow im mafia - [joat10 game],joat10,45996,7145,Mafia,"['baudib1', 'Circe', 'raindrops434', 'Garden Gnome', 'Tutter', 'DrakeMarshall', 'Spellblade', 'bystander']","['Zharvakko', 'pingers']"
WOP WOP WOP WOP WOLVES FUCK EM UP - [joat10 game],joat10,46000,7146,Mafia,"['raindrops434', 'Spellblade', 'Ribbit', 'FrostFlame', 'Tutter', 'Void', 'baudib1', 'Circe']","['pingers', 'Prince J']"
finally - [vig10 game],vig10,46004,7147,Mafia,"['baudib1', 'Stake', 'pingers', 'FrostFlame', 'insomnia', 'Zharvakko', 'Akasuki', 'Ceki']","['AkaneSQ', 'raindrops434']"
LEMME RAND WOLFY WOLF WOOF - [joat10 game],joat10,46008,7148,Mafia,"['Ceki', 'notartzy', 'pingers', 'arogame123', 'Zharvakko', 'FrostFlame', 'BigMenLover9923', 'Akasuki']","['AkaneSQ', 'Stake']"
Trip bigmenlover - [joat10 game],joat10,46012,7149,Mafia,"['baudib1', 'raindrops434', 'Circe', 'Spellblade', 'pingers', 'FrostFlame', 'arogame123', 'notartzy']","['Ceki', 'AkaneSQ']"
stop trying to make fetch happen it's not going to happen - [bomb10 game],bomb10,46016,7150,Mafia,"['FrostFlame', 'AkaneSQ', 'Spellblade', 'Xander Bly', 'Ceki', 'gamer', 'Hyena', 'baudib1']","['Circe', 'pingers']"
imagine not getting the title - [joat10 game],joat10,46023,7151,Mafia,"['Happy', 'Ceki', 'AkaneSQ', 'Circe', 'Illwei', 'insomnia', 'Stake', 'pingers']","['raindrops434', 'lol']"
don't make me hammer f3 - [bomb10 game],bomb10,46027,7152,Town,"['FrostFlame', 'Happy', 'Ceki', 'lol', 'Spellblade', 'pingers', 'Stake', 'raindrops434']","['Ribbit', 'AkaneSQ']"
LOL WILLAGE - [closedrandom10er game],closedrandom10er,46045,7155,Mafia,"['arogame123', 'Illwei', 'raindrops434', 'AkaneSQ', 'Lukeh', 'Arctic', 'Ribbit', 'Akasuki']","['pingers', 'monte_fanboy']"
Whoooo wants ICECREAM CONES!?!? - [vig10 game],vig10,46051,7156,Town,"['Joe Bruin', 'Lukeh', 'Clouds', 'Jaleb', 'notartzy', 'SeriousMafiaPlayer', 'Xander Bly', 'FrostFlame']","['baudib1', 'Ribbit']"
wowee lolwillage again!? no lolwolves - [vig10 game],vig10,46077,7161,Mafia,"['Illwei', 'Spellblade', 'Haze with a Z', 'Clouds', 'Circe', 'Aeoryi', 'Xanjori', 'FrostFlame']","['AkaneSQ', 'arogame123']"
based - [joat10 game],joat10,46081,7162,Town,"['drpepperfusion_91027', 'Illwei', 'Akasuki', 'baudib1', 'notartzy', 'AkaneSQ', 'Lukeh', 'arogame123']","['Smaug', 'Haze with a Z']"
last turbo maybe idk - [bomb10 game],bomb10,46085,7163,Mafia,"['SheepButGood', 'notartzy', 'AkaneSQ', 'Smaug', 'baudib1', 'Tutter', 'Akasuki', 'Troupe Master Grimm']","['parergong', 'Circe']"
NEVERMIND ILL FIND SOMEONE LIKE YOUUUU - [bomb10 game],bomb10,46089,7164,Town,"['drpepperfusion_91027', 'Circe', 'Tutter', 'baudib1', 'Lukeh', 'bystander', 'AkaneSQ', 'parergong']","['SheepButGood', 'Zharvakko']"
denied stett L tbh - [joat10 game],joat10,46093,7165,Mafia,"['pingers', 'drpepperfusion_91027', 'Circe', 'Happy', 'notartzy', 'Lukeh', 'Zharvakko', 'Ribbit']","['Tutter', 'baudib1']"
lets gooo - [joat10 game],joat10,46101,7166,Town,"['baudib1', 'AkaneSQ', 'pingers', 'Aoki Lapis', 'Stake', 'insomnia', 'digitaldude', 'AvatarVecna']","['tepig19283', 'M2H']"
we go again - [bomb10 game],bomb10,46105,7167,Mafia,"['Happy', 'tepig19283', 'pingers', 'AkaneSQ', 'insomnia', 'SeriousMafiaPlayer', 'Strawberry_Finch', 'digitaldude']","['Stake', 'M2H']"
wolf rand - [joat10 game],joat10,46109,7168,Town,"['lol', 'insomnia', 'Akasuki', 'pingers', 'SeriousMafiaPlayer', 'tepig19283', 'Strawberry_Finch', 'baudib1']","['Happy', 'AkaneSQ']"
Automated turbo game thread: 219f9efd-b7bd-43 - [joat10 game],joat10,46132,7173,Town,"['pingers', 'bystander', 'FrostFlame', 'baudib1', 'Xander Bly', 'soopimus', 'tepig19283', 'SeriousMafiaPlayer']","['Spellblade', 'Lukeh']"
sillygoose - [bml10 game],bml10,46139,7175,Mafia,"['FrostFlame', 'soopimus', 'Tutter', 'CutenessOverload', 'KarikiButterfly', 'ElizaThePsycho', 'notartzy', 'pigeon']","['Happy', 'pingers']"
all stetts are town gg stett - [bml10 game],bml10,46143,7176,Town,"['Circe', 'BigMenLover9923', 'Happy', 'soopimus', 'KarikiButterfly', 'pingers', 'Lukeh', 'FrostFlame']","['notartzy', 'Tutter']"
stett randed wolf pls dont d1 her - [joat10 game],joat10,46147,7177,Town,"['Tutter', 'Ribbit', 'pingers', 'AkaneSQ', 'notartzy', 'Lukeh', 'KarikiButterfly', 'Happy']","['soopimus', 'FrostFlame']"
HEY NOW YOU'RE A MAFSTAR - [joat10 game],joat10,46167,7182,Town,"['AkaneSQ', 'lol', 'baudib1', 'Spellblade', 'Akasuki', 'FrostFlame', 'Ceki', 'Ribbit']","['Circe', 'Stake']"
slank cover - [joat10 game],joat10,46171,7183,Mafia,"['pingers', 'AkaneSQ', 'baudib1', 'Tutter', 'Stake', 'Laurentus', 'Vikuale2', 'DoctorZeus']","['North Polarized', 'notartzy']"
illwei goat - [joat10 game],joat10,46176,7184,Town,"['KarikiButterfly', 'pingers', 'AkaneSQ', 'baudib1', 'Tutter', 'Joe Bruin', 'Lukeh', 'Illwei']","['Aeroyi', 'soopimus']"
idk how titles work - [vig10 game],vig10,46180,7185,Mafia,"['matt', 'soopimus', 'pingers', 'Tutter', 'Lukeh', 'tepig19283', 'AkaneSQ', 'Aeroyi']","['Spellblade', 'KarikiButterfly']"
alexa hero! - [joat10 game],joat10,46184,7186,Town,"['pingers', 'Lukeh', 'AkaneSQ', 'Spellblade', 'Akasuki', 'Tutter', 'soopimus', 'baudib1']","['matt', 'Aeroyi']"
DANDEEZ NUTS - [bomb10 game],bomb10,46193,7188,Town,"['baudib1', 'pingers', 'Arctic', 'Lukeh', 'matt', 'soopimus', 'notartzy', 'Tutter']","['Circe', 'fires']"
It's way too late for a turbo - [joat10 game],joat10,46197,7189,Town,"['baudib1', 'BigMenLover9923', 'Lukeh', 'DrakeMarshall', 'Garion', 'arogame123', 'Xander Bly', 'Akasuki']","['matt', 'Aeroyi']"
california gurls - [bomb10 game],bomb10,46208,7192,Mafia,"['KarikiButterfly', 'Spellblade', 'Hooper', 'dev', 'tepig19283', 'AkaneSQ', 'Phoenix - Arizona', 'Arctic']","['matt', 'soopimus']"
candy hero smile - [joat10 game],joat10,46217,7194,Mafia,"['pingers', 'slop', 'BigMenLover9923', 'baudib1', 'Joe Bruin', 'parergong', 'Lukeh', 'Circe']","['matt', 'notartzy']"
beware the spew - [vig10 game],vig10,46221,7195,Mafia,"['pingers', 'matt', 'AkaneSQ', 'notartzy', 'Hunter64', 'Strawberry_Finch', 'slop', 'reconspartan']","['ladd', 'Circe']"
yay - [vig10 game],vig10,46228,7196,Mafia,"['Champ Siggi', 'dev', 'soopimus', 'baudib1', 'Transcend', 'Xander Bly', 'pingers', 'KarikiButterfly']","['AkaneSQ', 'Hooper']"
turby - [joat10 game],joat10,46232,7197,Town,"['Lukeh', 'notartzy', 'pingers', 'AkaneSQ', 'slop', 'Hooper', 'tepig19283', 'Transcend']","['dev', 'baudib1']"
n1 alexa or wolf - [joat10 game],joat10,46236,7198,Town,"['dev', 'notartzy', 'Fearless', 'alexa.', 'Lukeh', 'AkaneSQ', 'Jaleb', 'baudib1']","['pingers', 'PepsiMango']"
cop13 - [cop9 game],cop9,46240,7199,Town,"['pingers', 'dev', 'Jaleb', 'AkaneSQ', 'Lukeh', 'baudib1', 'notartzy']","['Fearless', 'Fury 325']"
slank cover - [joat10 game],joat10,46244,7200,Town,"['dev', 'AkaneSQ', 'KarikiButterfly', 'JustWill0101', 'Arctic', 'notartzy', 'Fury 325', 'baudib1']","['Lukeh', 'Hooper']"
turbussy sigma moment !!! - [joat10 game],joat10,46248,7201,Town,"['Spellblade', 'dev', 'pingers', 'Lukeh', 'KarikiButterfly', 'Hooper', 'JustWill0101', 'parergong']","['soopimus', 'notartzy']"
i miss neil - [closedrandom10er game],closedrandom10er,46252,7202,Mafia,"['slop', 'pingers', 'dev', 'parergong', 'Spellblade', 'Lukeh', 'KarikiButterfly', 'Clouds']","['sOHiJK', 'tepig19283']"
closedrandom10 test - [closedrandom10er game],closedrandom10er,46259,7203,Draw,"['baudib1', 'Seel', 'eepy', 'deine mudda', 'gamer', 'The Turbo Team', 'Dark Forces', 'Joe Bruin']","['Butterr', 'Abraham DeLacey']"
hopefully last cr10 test - [closedrandom10er game],closedrandom10er,46264,7204,Mafia,"['AkaneSQ', 'eepy', 'Seel', 'gamer', 'Sprigatito', 'Abraham DeLacey', 'Joe Bruin', 'The Turbo Team']","['lol', 'Butterr']"
try again? - [closedrandom10er game],closedrandom10er,46272,7205,Town,"['dev', 'eepy', 'sOHiJK', 'Lukeh', 'pingers', 'notartzy', 'tepig19283', 'Fearless']","['lol', 'Ceki']"
